temperature,humidity,persons,monthly_target,AC_count,AC_usage,AC_days,fan_count,fan_usage,fan_days,fridge_count,fridge_usage,fridge_days,washing_machine_count,washing_machine_usage,washing_machine_days,TV_count,TV_usage,TV_days,light_count,light_usage,light_days,wifi_count,wifi_usage,wifi_days,other_count,other_usage,other_days,energy_usage
29.45700352,49.47514979,2,268.824651,0,2.446550546,10,2,7.266044373,28,1,5.874151638,29,2,7.338700872,21,1,2.649071935,4,1,6.99694701,1,2,4.065615034,30,1,6.550590173,6,1051.671808
15.89855684,51.98769209,2,594.260824,0,4.213008816,23,0,9.287293693,3,0,8.890923982,13,1,3.218913425,19,2,0.763933168,21,2,9.673859877,1,1,0.626956389,3,1,1.942431214,27,241.7351283
26.63995045,53.7703615,5,112.6186729,0,8.388393368,27,2,8.04304713,5,2,9.37827207,11,1,3.469670756,28,2,7.784683399,26,1,8.111085143,22,0,8.749499915,18,1,3.562029305,7,756.4499947
28.56611587,71.7280324,1,226.3230153,1,8.771204677,30,0,1.631146751,4,1,0.536283904,28,1,2.083852033,2,0,0.698163015,5,1,0.77478066,25,0,5.576719047,12,1,2.634434075,7,549.1394583
22.1635313,53.31348608,4,360.0370306,0,2.431799803,22,0,2.492037706,15,1,5.009693019,20,0,4.456206921,12,1,5.566956708,2,1,7.132817224,14,1,3.31094292,26,1,6.133701698,27,182.119118
29.77083151,56.92161736,3,360.9765017,1,5.505706345,12,1,3.418656018,29,2,3.749645491,10,2,0.519934314,27,2,2.478755723,5,0,5.354997154,10,1,3.439829761,18,0,3.445682295,27,246.2119868
15.76250625,44.25264785,1,394.4665375,0,1.924931506,15,0,1.682604443,24,2,6.258583971,27,0,3.003632236,21,0,2.43445634,7,1,0.164360579,28,2,2.902512202,1,0,3.09054242,19,282.7075991
15.93370472,52.3951075,2,475.838086,2,1.018787641,23,1,5.816513327,15,1,7.935911972,4,2,5.271239218,10,2,9.907250552,27,1,2.513129587,30,1,4.554801724,27,1,2.073779804,25,704.319739
35.56501402,43.63617764,5,411.7389153,1,9.111205014,12,2,9.754505241,9,1,2.80590216,15,2,4.656319216,10,2,7.56779807,5,1,9.21755245,9,0,3.370416885,8,0,4.090271209,24,435.7640785
24.00476604,34.39175543,5,400.1407303,1,8.205075042,23,2,7.614588334,8,2,5.567983844,29,0,9.996696431,20,2,8.369393583,15,0,9.260613728,2,1,5.479463041,7,2,1.955025902,2,864.6914425
18.17651282,66.2069156,3,126.7572315,1,7.600349018,21,2,4.233867491,3,1,7.087285799,25,0,3.887646521,19,0,5.719826853,27,0,7.988504602,16,2,7.735172523,20,1,9.625695874,8,564.347879
28.0560815,70.09276791,5,288.2651439,1,0.487663188,25,0,0.04504481,28,1,1.344310828,17,2,3.869990593,20,1,8.710142874,15,1,9.817796033,8,2,6.744612834,13,2,1.545018115,18,326.2867792
34.24983883,67.16942076,5,216.0278699,2,8.437287927,1,2,3.132760111,13,0,8.14066906,11,0,5.035817774,6,1,6.454905392,26,1,8.065452246,29,1,2.944568928,29,0,9.13304715,12,288.1122568
20.39552569,57.80964263,1,232.6850558,0,4.380440759,15,2,5.267592877,3,2,6.061095999,26,0,1.903031103,16,2,9.461737048,20,1,0.102041873,14,2,5.287410115,28,1,4.284730982,6,474.1382528
30.5722619,52.78714681,4,377.1687372,1,3.423951233,5,1,3.242508739,11,0,9.495374371,26,2,8.76304423,15,1,2.81338586,2,1,2.878343403,29,2,8.401261599,8,2,3.778659916,19,362.8533212
17.13368662,81.80001897,3,199.7526575,2,5.46476361,13,1,1.11034923,23,0,3.395289191,4,2,5.722677889,13,2,5.953195458,16,0,0.306241822,13,0,0.682062347,12,0,2.313198009,20,560.0132908
16.29204303,61.14490711,1,246.9745505,1,0.913532427,0,2,4.427649569,9,2,1.081459423,15,1,1.921076392,30,0,6.901313479,20,1,0.941079687,18,1,0.78297267,17,1,6.357563344,28,142.6863686
28.28386579,58.75091266,4,218.5423543,0,7.566465494,16,2,2.53252817,30,0,5.06501201,30,0,7.934415914,0,0,3.92937305,5,0,2.18840817,16,0,5.56170068,5,1,6.85528015,14,44.94240276
28.51587804,31.53852395,1,574.2514716,1,5.824350769,10,0,9.092323765,3,1,0.858107717,11,2,0.343321711,10,0,8.797079824,29,2,5.035585463,21,0,6.391151284,22,2,4.675709623,18,281.3191291
30.93574754,50.47486966,1,572.3328661,2,1.865900969,18,0,1.017545285,17,0,9.695265233,22,0,9.825642006,12,2,9.798031631,5,0,8.475320035,19,2,2.114130158,21,2,0.557068957,1,125.1937461
33.15228334,52.81173713,5,404.9707793,0,1.882321998,2,2,0.491526287,12,2,0.386849583,1,0,8.651493348,0,1,4.937694914,29,2,8.619667562,29,0,7.452201267,30,2,9.185101507,11,270.6006472
39.39630199,53.92936685,4,562.2612344,2,1.842486516,10,1,0.053141692,12,1,7.535039011,29,2,5.796394555,1,0,3.906406548,21,0,6.162018586,16,1,6.46263377,2,0,9.803291329,7,311.1375675
27.90750871,64.81034215,3,492.9063227,0,0.570023876,28,2,3.280696845,13,1,5.251023981,28,1,1.112956628,8,2,4.719379286,18,0,9.281759391,15,1,9.232892682,9,2,4.310434152,29,380.1017424
23.07391182,62.0161528,3,394.9739414,0,5.877984494,4,0,6.603868382,30,1,3.686206525,5,2,2.152727733,12,1,8.527367457,30,0,5.000623266,19,1,1.689542019,29,2,6.136608074,22,391.4546652
34.87965487,66.47430557,4,103.2176057,0,8.403481776,16,1,7.304137529,17,1,0.658421645,22,2,2.794351703,4,1,6.454684255,19,1,8.890360441,7,0,7.513742654,9,2,4.502986262,22,296.0693893
21.77080628,75.89299569,5,486.258143,1,0.17498214,25,1,4.532616834,0,0,6.221669242,20,0,2.410317379,29,1,0.447723725,14,0,4.540652563,26,1,0.836430906,9,1,3.218796509,7,-108.7238716
25.97428552,78.77914432,2,451.2441708,2,0.49004645,21,0,6.843286505,20,0,5.852203294,24,1,4.975200105,8,2,5.421699104,18,1,2.772250074,6,1,5.652924095,8,2,0.773187929,12,146.94727
16.96140953,73.08738457,1,407.6268266,2,5.727702767,6,2,3.599140362,15,1,2.808832731,29,2,9.445603703,12,2,0.173001227,1,0,9.164129181,30,0,5.518951395,29,2,4.560677304,0,472.8316034
15.63376859,87.33142176,5,480.2121558,2,8.194956854,9,2,6.6780622,14,2,9.102217014,3,0,4.441725848,4,2,7.78535371,7,0,3.879350757,11,0,3.883850446,30,0,8.183845564,27,512.5230154
39.06621037,31.09395496,4,356.4610824,0,3.267388906,27,2,0.405959853,21,1,3.041100073,29,2,6.615645682,14,0,3.283122735,6,2,5.034041088,0,0,8.445711477,11,0,0.170314611,23,395.5869457
35.89950301,41.74667914,1,452.0416357,1,3.496143988,28,0,3.907529846,24,0,4.497254106,29,0,6.88583206,29,2,4.720074821,26,0,3.288606325,25,0,0.043706448,23,2,5.821076832,9,283.2216871
32.39935515,30.4537725,3,567.5860434,0,5.963464975,10,1,7.908496776,4,1,5.437624559,12,2,8.715807253,6,0,7.986781059,7,1,6.628376003,11,2,5.201794019,30,0,8.807721087,27,292.740018
25.22382361,68.84848285,2,287.9025079,2,2.742128891,2,0,8.030060305,28,0,1.002318782,9,1,0.338212876,13,0,0.464488173,12,2,9.95031225,24,0,2.171535498,7,0,2.1754943,29,-59.02138491
19.332358,83.88183294,3,454.0609175,1,0.266083661,19,2,7.161487789,5,1,9.321617192,30,2,4.043300593,29,0,1.585415356,21,2,0.255135489,5,0,7.434986191,23,0,1.832558647,29,768.1348279
18.91092607,44.60893779,4,337.843909,1,7.352285181,9,0,2.042386206,5,2,3.745361525,16,0,7.847351141,15,2,3.979603764,26,0,8.99848006,15,1,0.430674263,8,1,7.722766257,20,345.8953355
21.25607245,85.62207269,1,437.1998259,1,6.256499129,26,1,2.472051189,2,1,0.807792139,13,2,8.14867015,30,0,2.299251635,14,0,0.03926057,17,1,8.315546882,16,2,2.550864311,23,813.6883571
28.73066662,33.61604342,4,481.4466678,2,5.807559991,9,0,9.960887273,15,2,3.872911737,23,1,9.273326152,5,2,3.379014258,11,2,3.642278811,18,0,8.380922267,7,2,1.919842676,8,522.1609574
32.86489807,86.06616161,1,122.7262502,1,7.41684129,13,2,1.033780072,11,2,6.002025471,14,1,7.027943598,1,2,9.981747379,14,1,1.686068063,22,0,8.328660124,17,2,3.779892506,28,466.6359845
31.50493442,51.09736123,5,423.300222,1,6.752308376,11,1,1.806626989,3,1,5.136526718,7,1,2.451539461,15,0,8.254144376,13,0,7.573417807,2,0,1.525685267,19,0,3.925020123,1,171.2781351
21.99834742,36.08524971,2,213.3705922,0,2.058819882,14,0,1.300262557,0,2,6.94541974,22,1,5.056657431,18,0,8.83901815,6,2,0.506108408,28,1,6.304065186,16,0,8.74101063,18,408.7043105
38.87163202,59.15230555,5,435.0162689,0,3.524810469,9,0,3.276549637,3,2,0.554839421,23,0,0.323452879,4,0,9.370546336,16,1,5.534849536,2,1,0.143673592,27,0,6.184434719,21,173.056858
33.44742292,45.40659406,5,334.165093,1,1.261101417,29,1,2.101758352,0,0,2.845406103,17,2,6.469283411,3,2,3.409358803,25,0,2.949261338,4,0,8.479625913,5,1,4.059614563,24,-33.73464911
28.85885131,47.09237412,4,486.7763709,1,1.298570134,9,1,4.976879595,30,0,8.192305768,2,1,5.542952115,13,2,2.970769578,4,2,1.336702489,2,1,7.229751935,9,0,5.343879643,13,140.2025137
30.29301866,48.4373979,2,161.7004076,0,6.761957464,25,2,4.760207069,20,2,0.798936878,24,2,6.668362808,26,0,2.340624926,19,2,7.718182121,18,1,5.311537309,0,1,9.539652333,9,604.8353279
25.49000156,78.18155387,1,413.1611758,0,8.58600107,18,1,9.015056195,26,1,8.554859547,16,0,9.301405534,5,0,8.301169113,9,0,2.174168343,26,0,7.305914331,27,2,1.132146766,9,503.5539079
21.19327474,62.3496766,1,239.2353645,0,9.627325839,0,2,0.347399474,26,2,0.918960921,23,2,6.872766117,7,1,6.795518623,18,1,2.236752121,4,1,0.943240967,20,0,2.077155217,7,299.7955527
23.89931697,48.67846195,3,526.4909977,2,6.283471175,23,0,3.198795767,7,1,8.344542149,23,2,3.204499304,23,0,2.361719825,17,1,2.750767851,13,0,5.286558322,30,1,9.625287066,13,670.7126815
33.94615276,66.620027,1,564.1917528,2,1.841013234,28,2,5.96657892,23,0,3.607884011,6,1,1.987366639,2,1,3.769938292,29,2,5.867667638,20,2,2.912764918,24,1,9.573248485,12,531.1655643
15.35983722,72.96904045,4,598.1991468,0,1.056503454,25,0,6.048017618,4,1,6.122090633,12,1,8.546362068,3,1,5.067117639,29,1,6.596659317,15,2,9.726194632,0,0,1.771654213,5,289.0884648
17.90181601,46.35744004,5,498.0037012,1,8.128509715,9,1,4.80126229,29,2,1.528871156,29,0,1.943321433,0,2,5.281400573,24,2,0.176025237,27,2,8.571179506,8,1,1.451088171,20,710.1590861
16.15006605,54.81294609,5,476.8670352,0,5.787564764,1,0,8.156655408,25,2,0.661687217,26,2,1.616095806,1,2,8.887277286,23,0,2.418696361,24,1,7.332756958,19,0,4.210851343,29,242.8185418
16.01822006,37.3131656,5,207.7503794,2,6.18285021,16,1,0.627221714,1,2,2.15938204,15,0,2.066120807,12,1,3.805661329,9,1,4.309708425,0,2,9.337476352,2,1,0.497182925,12,281.7646107
36.3865146,40.86896097,2,268.0035295,1,7.814620888,29,0,8.154877656,11,2,1.278538179,4,0,5.088408481,8,1,9.085240305,30,0,3.319769522,29,1,3.468433046,23,2,6.549035323,2,539.2998127
32.59144648,70.86707124,1,332.8412709,2,7.032772277,23,0,4.947542404,21,2,3.124058977,3,0,1.241874432,30,0,4.413675603,1,2,8.841706585,16,0,9.00879899,5,2,0.774960217,27,592.4911197
26.85434573,40.88630086,4,486.6905239,1,8.344582529,6,0,1.337606951,16,1,5.143832465,25,1,9.381183306,11,1,7.463726748,5,0,7.877087309,10,2,3.252382321,6,2,0.580296271,19,407.6102605
17.44585402,61.50980302,2,557.4829325,2,0.562139055,6,0,8.857019135,6,2,5.887594636,9,1,9.662537072,9,0,9.3025432,2,1,6.258902155,29,1,7.327967197,8,0,4.851869362,28,359.4780705
27.29039688,72.5427757,3,194.56955,1,7.475206367,19,2,6.492287795,10,0,7.898681074,12,2,9.738018533,9,2,9.07575704,18,0,3.38042416,8,2,7.364169118,4,2,9.577866361,12,722.3306656
26.83679427,36.41261539,4,561.1837423,1,8.508527573,26,0,1.635456868,3,2,6.562398932,30,2,0.391248048,17,0,0.569528673,4,1,7.006723448,20,1,0.183498765,28,2,4.267959361,22,932.2943595
19.33004675,64.03873318,4,447.8123262,1,2.861350425,8,2,0.336497234,4,1,6.087583251,9,2,9.461975265,11,2,2.05704295,6,1,8.436380128,3,1,3.610596983,15,2,3.564811587,22,520.4196027
25.84629123,45.39376702,4,405.3853653,1,6.40447274,21,1,1.411096483,5,2,4.117820275,13,1,9.974149326,21,1,4.769054255,6,1,5.948303774,1,0,0.194326724,1,0,9.979567155,18,532.3042165
24.96261836,87.77561251,5,199.9206356,2,3.141620638,1,1,6.087979602,10,2,4.73808435,25,1,9.424291093,29,1,4.3155429,26,1,7.844614669,27,1,9.970920176,2,1,5.319689608,15,624.8864502
30.39625245,59.0127388,4,127.7625164,2,9.579710665,13,2,1.792962353,0,1,4.145208294,21,0,6.709389058,15,1,6.408916648,9,1,7.491049614,8,1,1.221967618,2,0,3.752414069,3,556.772971
30.87734127,78.35955299,1,384.2324493,1,0.334235724,16,1,2.257630749,24,2,8.421660301,11,1,7.012301524,22,0,9.447090508,0,2,5.717373112,21,2,5.428108956,19,0,3.858608133,2,413.1298595
16.13260024,63.01359253,4,425.7578417,1,5.797928438,0,1,0.251397258,9,1,2.300004525,26,0,1.222529399,5,2,1.124047113,10,0,3.121832168,30,0,7.905562388,25,2,1.94959496,14,-21.88963681
24.36531537,32.60475197,5,205.3907247,2,1.66503547,8,0,7.229306722,19,2,0.057209315,0,0,8.742970771,23,2,4.518586651,22,2,7.45782158,24,1,2.012636023,22,1,5.122230574,14,180.5790908
30.64649789,67.98908254,4,378.2281029,1,7.122202052,19,0,8.103643998,23,0,6.513198972,28,1,0.596395846,24,2,1.924110379,6,0,2.067963664,4,2,4.850526681,27,2,4.388550282,17,171.0736101
27.57840646,87.08420053,3,528.2467014,1,1.758902834,20,0,7.968481768,20,2,2.024621836,20,0,3.177305466,23,2,8.941075984,5,0,7.794883465,3,0,6.074287609,9,2,2.707952963,21,322.8842197
36.41224603,66.09670921,3,517.5329727,1,2.353832619,18,2,1.275681514,10,1,8.901151363,29,0,9.911516451,20,2,9.645801858,5,0,8.045466921,22,1,1.602047544,21,0,1.605400866,6,453.5731711
31.46734079,79.15133157,5,563.6775903,0,4.94370811,3,2,9.033011274,23,0,8.590463297,19,2,4.223278791,23,0,4.787016819,12,2,8.221448796,4,2,7.785554599,2,0,3.112388687,19,623.3244438
19.07336068,83.0523878,1,282.9429048,1,9.1483495,27,1,6.722788295,30,1,0.767273719,19,0,1.31156224,9,2,1.040102977,15,1,4.72915971,23,0,2.993364572,14,0,5.086833277,4,648.6080998
16.76421869,43.68478632,1,259.0247863,0,2.117143721,7,0,8.975286224,16,2,1.063884054,6,1,9.69294662,30,1,7.852946667,12,1,1.924807678,23,0,2.110230763,13,2,0.583332723,7,346.3287946
31.06048196,42.72269039,2,474.713003,1,1.442400211,12,2,4.471605045,7,0,4.951715922,8,1,9.84139647,14,2,6.971413505,1,2,0.997236001,28,0,5.582887464,22,1,1.537440286,24,337.2899514
15.66278276,66.65885933,5,315.5562025,2,7.589768319,3,2,4.369548611,26,1,6.092226628,7,0,1.870426852,25,1,3.546708266,18,1,7.433612505,17,0,4.103136276,3,1,9.47657267,22,343.6792979
29.64438953,54.66170819,4,143.774332,0,5.006195323,8,0,7.845365187,12,0,2.749083375,26,2,8.648038087,8,0,8.87407474,18,0,8.862613845,12,1,9.202859446,9,2,5.42855351,9,147.9088786
38.50575604,80.39167817,5,241.4005653,0,9.117851124,8,2,0.932978555,26,0,7.167977167,12,1,3.904233262,29,0,9.758318898,28,1,6.508383588,30,1,8.800626982,10,1,0.634493037,29,159.26729
29.38685445,84.0013874,2,309.2911428,1,1.466145572,21,0,5.208740366,19,1,5.949160209,13,1,3.813684645,23,1,5.578538491,18,1,1.441600604,4,0,4.833506634,10,2,6.930877588,0,418.6725795
24.70424816,51.20528276,5,246.2582127,1,6.45927893,17,1,8.363842356,17,0,3.248241097,11,2,2.626976319,1,2,5.657279113,17,1,9.348964485,25,0,3.592637747,7,1,0.618028701,10,439.9093078
31.08220546,44.21223354,5,266.1027855,0,2.328791462,11,1,8.301925631,26,1,0.25371488,7,0,0.447102746,17,0,2.975135051,24,0,9.891020145,23,1,3.255179816,30,2,7.38874227,29,296.9998162
26.45632226,76.83153091,2,246.8879531,2,1.567604287,9,1,9.561328563,21,0,7.501502813,20,1,2.680089837,11,0,5.84506036,5,1,4.333786099,18,2,2.675636231,22,1,7.499627217,2,222.7384287
28.64041973,46.48836213,1,120.7495836,2,6.834294152,10,0,6.982725935,15,0,2.147536658,21,0,0.537769053,2,0,4.396423205,1,1,5.948252893,22,0,5.445478537,22,0,6.510789757,26,328.9892514
38.53662022,79.35685911,4,418.5473504,1,5.936846199,6,2,2.077706294,1,0,8.344737435,17,0,9.243720464,6,2,3.021910269,18,1,7.7722852,2,1,8.049786047,8,0,7.322045446,20,205.9736685
24.65256595,55.42429522,2,398.6462102,2,7.548274584,8,1,0.202803149,4,2,4.202902601,15,0,6.617206724,8,1,0.671851965,25,2,7.363897901,30,1,3.107566082,7,0,0.87965781,2,315.8629896
39.0297641,70.05299396,3,426.6917492,2,3.094625764,5,1,4.794157986,17,2,5.770774426,28,0,8.8662265,7,1,2.527078597,5,2,9.677871919,21,2,1.900940897,11,0,7.267805524,14,636.4515085
37.63376605,35.73211883,1,196.154948,1,4.479716564,18,1,5.137038656,2,1,8.729487304,10,1,7.172906815,24,2,1.978546497,19,1,1.148830911,17,1,4.754838062,16,2,1.366883197,16,480.8062027
19.89477837,67.43155948,3,247.8272708,2,4.054716763,15,2,2.402625845,26,0,8.636230009,15,2,1.312868711,5,0,5.420419846,22,2,5.807248661,5,0,0.690344168,22,1,3.395059073,17,288.7613836
16.73403252,57.10606072,1,409.8079635,1,9.84089464,29,2,1.246974471,21,1,3.715195752,13,1,9.405815367,0,2,6.016700218,21,2,6.919314197,5,1,7.012790061,14,2,9.427452535,7,846.3482391
17.51945003,65.19650779,4,399.8137842,0,2.922489567,14,0,5.862081662,16,2,2.088888927,2,2,8.998930536,13,2,6.085717243,14,0,8.900984242,23,0,5.183582663,18,0,5.028754777,22,207.47419
15.45554564,40.08085246,4,353.1651547,1,2.948172383,6,1,7.64255674,15,2,7.751460777,20,0,3.480760779,15,1,3.88181001,5,2,8.741096277,4,1,4.96374808,27,1,9.674264321,12,514.5825939
17.36107402,74.2124247,5,275.206625,0,3.545482088,15,2,9.931541036,5,2,4.330802036,1,2,1.115333404,27,2,4.212297337,27,2,9.779997936,29,0,3.004453796,19,2,0.889224589,9,350.6450686
32.07516934,81.76782465,3,556.4655024,0,5.645940813,4,0,7.583026172,18,2,1.920419936,2,0,7.041547508,15,2,8.342384296,2,1,5.120784539,0,0,9.046734375,5,0,4.775565996,2,128.894932
16.77971621,43.00438801,1,269.8851211,2,2.523227443,15,1,7.936324143,6,1,9.044253423,3,1,7.283613027,3,0,4.762328135,10,0,8.307608668,30,1,0.904862918,4,1,0.624023203,19,105.0978846
22.97439076,35.74287333,4,327.8095782,2,9.152899404,0,2,6.164608782,17,0,1.981041942,21,1,8.968290448,28,0,9.877733321,7,0,4.272817081,7,0,8.698240089,7,1,6.302102624,13,243.7239983
36.12188277,31.41831516,2,439.0569155,2,2.656855649,18,2,9.85922659,13,1,0.258071682,4,2,0.526557595,5,1,4.3961723,24,0,4.223138779,27,1,3.767052024,17,0,0.787070014,12,463.7469944
15.58179839,68.51829003,4,371.5107154,1,8.958157316,4,0,6.399563851,5,0,0.202799738,9,0,1.41703838,14,0,6.495809446,21,2,2.533483645,24,1,8.80623516,20,0,1.753678025,2,111.5388694
35.36171206,66.42564217,2,273.4429882,2,1.034750636,6,1,8.602532864,7,2,6.223153565,19,0,5.982487929,27,2,0.50362999,17,1,8.18237287,0,1,7.287614583,20,1,2.588303101,12,495.428592
22.04636937,62.80184476,1,317.8223952,0,6.565627024,18,1,9.457846462,14,0,6.616750607,28,2,6.191315509,21,2,6.533399244,16,0,9.858151058,20,0,1.041707267,14,0,7.487438517,19,551.7318592
17.95412069,43.91682577,4,497.2404089,2,9.069855184,21,2,9.298585005,14,2,3.110417051,30,0,0.336096623,30,2,8.514263944,18,0,2.563417283,27,1,8.315362865,2,2,1.639621188,23,1163.516046
32.41842913,53.45435975,4,239.0645777,2,1.687494384,4,1,3.814153438,14,1,3.200109892,1,0,3.969320511,7,1,9.424578385,18,2,0.56131588,5,2,6.821768337,13,0,8.466320533,24,44.46910453
30.72357117,65.66858011,1,171.1276199,1,9.683269601,28,0,0.786620583,15,0,3.394939151,11,0,5.841617313,30,0,9.973206116,23,0,8.155424374,19,0,0.323019129,25,0,1.319039388,22,286.8870914
36.93680034,59.80601153,4,256.5816009,1,4.528833604,16,2,1.718737025,0,1,6.801585468,26,1,7.379113332,0,2,2.821786456,20,1,6.202300525,13,2,1.337026821,14,0,0.352444491,8,231.6944332
33.3767761,89.26713121,2,524.7671077,0,9.457151084,25,2,0.592233054,10,2,0.58133791,4,1,3.161506918,12,0,5.753700648,16,0,9.596988006,10,2,6.356280558,30,1,3.95045419,29,126.9001903
35.08702326,38.18638515,4,144.4948574,1,6.768200436,21,0,1.053969348,26,1,9.291163527,4,1,4.83903493,26,0,4.507179855,26,1,2.522392191,1,2,6.626005029,12,1,9.79441642,24,373.8086775
22.05086431,71.70867324,3,595.8480367,2,3.015868699,29,2,1.846512459,28,2,2.225210442,26,0,8.140548723,17,0,5.638174806,3,1,0.71027658,20,2,7.466514328,20,0,1.103422278,15,529.8792991
19.43598859,54.25912609,5,370.5014495,1,1.883025249,7,1,3.410943166,24,2,9.996732052,22,1,9.538950639,17,0,1.574529572,6,1,4.924422609,29,1,7.202454008,19,1,1.01718444,22,865.0575124
33.76536879,55.6919769,2,592.422872,0,3.037350462,28,1,5.435396466,4,2,1.715226938,0,0,2.303146754,12,1,8.561495726,4,2,0.85466023,29,2,6.595199547,26,0,7.511665108,22,307.8074945
35.17086848,73.05586594,3,569.498211,2,0.930174093,28,2,7.116820594,4,1,7.715464573,3,0,2.530422058,21,1,9.095689433,25,2,2.617900011,3,0,7.662389017,20,2,3.12161694,7,332.3232856
39.76262855,71.54616908,1,326.4068571,0,1.438679663,0,0,2.109273361,28,1,2.234125449,26,2,9.398181874,29,1,4.496616631,30,1,1.259778608,12,2,5.750857059,25,1,7.172816172,11,759.3160951
25.31544192,89.47535962,2,199.2455373,1,1.046604403,1,0,6.725224042,27,0,0.808468016,20,0,3.959111508,13,2,2.804298616,28,1,2.241321797,6,2,2.607913855,8,0,2.000105894,25,-64.00970667
24.30045214,37.70365737,5,182.4423883,1,4.229435437,29,1,7.042590745,20,0,8.749333244,23,1,7.183483245,10,2,1.408334277,15,0,1.061446528,5,2,9.123766137,22,1,4.600719942,27,484.9539805
34.41032402,36.24657896,5,219.9946819,0,7.955783763,14,0,5.586223369,5,1,8.587512592,11,1,6.122652287,6,2,6.837648248,5,0,9.539059994,2,1,0.182140309,16,2,2.652898777,11,278.8826967
23.52008851,73.46032903,1,455.0663203,2,1.413835542,19,2,9.036178698,1,1,4.035703924,30,0,2.855876798,17,1,3.122318396,13,0,2.785627134,8,2,3.665617199,18,2,4.515282149,18,342.3583131
38.26893314,64.70321502,1,236.4749974,1,1.303204332,27,2,1.109948139,5,1,7.023961425,11,1,6.53562222,20,0,9.095385699,25,2,4.43897586,13,2,7.288702931,24,0,7.690970926,23,284.897555
36.4603188,46.44963999,2,270.7126348,1,6.434289495,17,1,1.771214576,13,1,5.570659327,15,0,6.55565901,21,1,6.710124748,19,0,8.986118076,19,2,4.271560411,3,1,7.620099405,16,326.1861436
25.72485068,34.76516214,4,324.389402,2,1.97182982,10,1,4.286648244,10,2,8.529561137,23,2,5.924431854,3,2,6.456853252,1,1,6.77321588,30,0,0.248344075,19,2,5.157722877,28,703.4627838
33.77177669,35.13949498,1,556.6163402,1,0.976100381,24,1,1.267127352,3,2,3.150559693,16,0,0.996608248,16,2,5.594021159,24,1,6.180374806,10,1,0.659809031,9,1,9.283718437,14,285.3334213
33.86357185,83.65145248,4,194.6967089,0,1.668485782,9,0,5.662961437,23,2,5.236724,20,0,9.951718224,18,0,0.457763394,30,2,7.055631904,4,1,6.486373691,21,0,2.637841024,21,233.828445
17.57809672,41.51203948,3,102.5132763,1,9.237313959,23,2,3.984004666,28,1,4.853723712,9,2,4.004164612,13,1,9.319224357,17,2,8.288222571,13,1,9.648645994,2,2,2.403113511,17,594.8706447
37.56382267,49.40229373,5,130.0482052,1,8.214712528,23,2,2.845957945,26,2,3.539058263,16,1,6.382509854,9,0,6.279374933,17,0,8.776692679,18,0,5.518636358,18,2,6.138064012,6,525.6894124
27.63130931,43.59938413,4,552.3831708,2,3.540645624,3,2,1.69989813,24,2,8.914550646,16,2,8.857616941,24,1,9.940619834,12,2,6.426396707,7,2,5.06757818,30,1,6.212970342,12,1044.64158
35.66143665,51.29977835,5,423.7582324,0,6.558207673,4,1,3.353382383,8,0,1.658779247,17,2,4.232884884,28,2,5.373564048,27,1,8.900072747,26,0,3.183252131,8,2,0.465400396,18,562.1970346
23.00124003,34.16543056,4,236.5203097,2,5.372756737,3,2,6.079593508,23,0,1.495086395,1,0,7.739250568,5,0,7.101108919,17,1,5.353975274,6,1,2.566906739,28,0,6.077777124,15,303.711586
37.38808071,61.14358745,3,188.5962505,1,6.771242635,12,0,5.757852109,2,2,5.769095353,30,0,9.718244247,17,0,0.562095579,16,2,2.772908563,26,1,0.209849818,4,0,3.744361573,10,686.6273702
24.73004197,34.05675382,1,247.1333683,1,6.826711525,24,0,1.636240002,25,2,6.5749423,30,2,3.589347603,24,1,6.317361768,12,1,8.800767089,26,1,2.729548676,13,2,7.474425253,25,1034.608317
15.27094129,78.02139047,3,157.3984636,2,6.287340151,12,2,1.249198107,15,2,1.946192543,24,1,4.052695702,3,1,7.646496116,27,2,5.414728274,30,0,4.491104409,6,0,8.081056645,4,493.5038506
37.63454941,44.02272491,1,570.7664551,2,2.661013685,17,1,0.266767626,10,1,3.907174423,3,2,9.05576059,10,1,7.785142949,11,1,9.061375876,6,1,1.97949783,20,2,5.521538195,25,380.280398
17.28216692,62.40071488,1,492.1030872,2,0.390064208,28,2,0.124255938,26,0,9.46563843,18,1,1.596428678,12,2,7.701116522,2,0,0.40167814,23,2,0.873479885,5,2,0.017050315,1,124.1455567
22.98284094,82.80474525,5,331.1955885,0,4.55566782,26,0,8.798104357,3,0,2.466174227,10,2,0.285948384,7,1,2.262826273,21,2,3.975157515,22,0,7.177278673,23,2,6.363658102,0,53.42692155
38.75154918,69.05264214,3,532.4813026,1,8.909738847,23,0,0.45088856,0,0,6.683607021,16,2,9.088890048,9,2,9.753984776,6,2,9.478050184,2,2,8.946202691,30,2,7.488812797,15,606.4547152
38.76517867,61.97746719,4,224.7291021,2,5.694972585,1,0,7.312211099,24,2,7.401493937,11,1,8.215915741,22,1,9.951821206,0,2,2.496500928,2,1,9.367720697,7,1,2.489832662,4,254.5871567
29.3359472,49.46002519,3,458.5602842,1,8.323910417,15,2,8.719850962,20,1,4.481286995,1,2,9.725830326,27,1,0.755958752,29,1,9.41536246,17,1,6.179987285,1,2,4.646460011,24,990.096775
